Chargecode,Description,CPT/HCPCS,Fee
2127609,SLEEVE CNTR 18D SM PROX FEMORAL HIP S-ROM ZTT CMNTLS POROUS,,"2,000.00"
2127611,SLEEVE CNTR 20F LG PROX FEMORAL HIP S-ROM ZTT POROUS,,"2,000.00"
2127613,SLEEVE CNTR 22D SM PROX FEMORAL HIP S-ROM ZTT POROUS,,"2,000.00"
2127617,SLEEVE CNTR 22F 2XL PROX FEMORAL HIP S-ROM ZTT CMNTLS,,"2,000.00"
2127618,SLEEVE CNTR 24B SM PROX FEMORAL S-ROM ZTT CMNTLS POROUS,,"2,000.00"
2127640,STEM FEMORAL S-ROM 9MM 14MM 130MM STR NECK,C1776,"5,200.00"
2127641,STEM FEM +4MM 11/13 STD HIP S-ROM 11MM 30MM 150MM LAT NECK,C1776,"5,200.00"
2127643,STEM FEMORAL HIP 18MM 160MM LAT,C1776,"5,200.00"
2127647,HEAD FEMORAL +3MM 11/13 HIP S-ROM 28MM  COCR,C1776,"3,600.00"
2127648,HEAD FEMORAL +9MM 11/13 HIP S-ROM 28MM  COCR,C1776,"3,600.00"
2127649,HEAD FEMORAL 9MM S-ROM 32MM COCR,C1776,"3,600.00"
2127678,INSERT TIBIAL 2 KNEE PFC SIGMARP 10MM  STBL,C1776,"3,312.00"
2127679,INSERT TIBIAL 2 KNEE PFC SIGMARP 12.5MM  STBL,C1776,"3,312.00"
2127685,INSERT TIBIAL 2.5 KNEE PFC SIGMARP 10MM  STBL,C1776,"3,312.00"
2127686,INSERT TIBIAL 2.5 RT PFC SIGMARP 12.5MM  STBL,C1776,"3,312.00"
2127687,INSERT TIBIAL 2.5 KNEE PFC SIGMARP 15MM  STBL,C1776,"3,312.00"
2127688,INSERT TIBIAL 2.5 KNEE PFC SIGMARP 17.5MM  STBL,C1776,"3,312.00"
2127692,INSERT TIBIAL 3 KNEE PFC SIGMARP 10MM  STBL,C1776,"3,312.00"
2127693,INSERT TIBIAL 3 KNEE PFC SIGMARP 12.5MM STBL,C1776,"3,312.00"
2127694,INSERT TIBIAL 3 KNEE PFC SIGMARP 15MM  STBL,C1776,"3,312.00"
2127695,INSERT TIBIAL 3 KNEE PFC SIGMARP 17.5MM  STBL,C1776,"3,312.00"
2127696,INSERT TIBIAL 3 KNEE PFC SIGMARP 22.5MM  STBL,C1776,"3,312.00"
2127698,INSERT TIBIAL 4 KNEE PFC SIGMARP 12.5MM  STBL,C1776,"3,312.00"
2127699,INSERT TIBIAL 4 KNEE PFC SIGMARP 15MM  STBL,C1776,"3,312.00"
2127700,INSERT TIBIAL 4 KNEE PFC SIGMARP 17.5MM  STBL,C1776,"3,312.00"
2127701,INSERT TIBIAL 4 KNEE PFC SIGMARP 20MM STBL,C1776,"3,312.00"
2127702,INSERT TIBIAL 4 KNEE PFC SIGMARP 22.5MM  STBL,C1776,"3,312.00"
2127704,INSERT TIBIAL 5 KNEE PFC SIGMARP 10MM  STBL,C1776,"3,312.00"
2127705,INSERT TIBIAL 5 KNEE PFC SIGMARP 12.5MM  STBL,C1776,"3,312.00"
2127706,INSERT TIBIAL 5 KNEE PFC SIGMARP 15MM  STBL,C1776,"3,312.00"
2127707,INSERT TIBIAL 5 KNEE PFC SIGMARP 20MM  STBL,C1776,"3,312.00"
2127713,INSERT TIBIAL 6 KNEE PFC SIGMARP 15MM  STBL,C1776,"3,312.00"
2127714,INSERT TIBIAL 6 KNEE PFC SIGMARP 17.5MM  STBL,C1776,"3,312.00"
2127719,STEM FEMORAL SZ 1 TRI-LOCK BPS STD OFFSET,C1776,"7,200.00"
2127721,STEM FEMORAL 3 HIP TRI-LOCK PRM BONE PRSV COCR,C1776,"7,200.00"
2127722,STEM FEMORAL 6 STD HIP TRI-LOCK OFFSET,C1776,"7,200.00"
2127723,STEM FEMORAL 7 HIP TRI-LOCK OFFSET,C1776,"7,200.00"
2127725,STEM FEMORAL 9 HIP TRILOCK STD OFFSET BPS,C1776,"7,200.00"
2127730,STEM FEMORAL 5 HIP TRI-LOCK OFFSET COCR,C1776,"7,200.00"
2127731,STEM FEMORAL 8 HIP TRILOCK BPS HI OFFSET,C1776,"7,200.00"
2127732,STEM FEMORAL 9 HIP TRI-LOCK HIGH COCR,C1776,"7,200.00"
2127733,STEM FEMORAL 10 TRI-LOCK HIGH OFFSET BPS,C1776,"7,200.00"
2127738,COMPONENT FEM 6 LT MEDIAL RT LATERAL KNEE CMNT UNICOMP,C1776,"8,000.00"
2127740,INSERT ARTIC 3 RT MEDIAL LT LAT SIGMA UNICOMP,C1776,"8,000.00"
2127741,CMPNT FEMORAL 6 RT MEDIAL LT LAT KNEE CMNT UNICOMP,C1776,"8,000.00"
2127760,STEM FEMORAL SZ4 HIP CEMENTED STANDARD OFFSET SUMMIT,C1776,"3,400.00"
2127761,INSERT TIBIAL SZ5 H22.5 MM KNEE ROTATING PLATFORM PFC SIGMA,C1776,"10,352.00"
2127769,PLATE BONE LCP L175MM LT PROX FEMORAL 4 HOLE,,"6,877.00"
2127818,"TRAY, TIBIAL HP UNI SZ1 RMLL SIGMA",C1776,"3,440.00"
2127819,"TRAY, TIBIAL HP UNI SZ3 RMLL SIGMA",C1776,"3,440.00"
2127826,"INSERT, TIBIAL  HP UNI SZ2 7MM LM/RL SIGMA",C1776,"2,560.00"
2127834,"INSERT, TIBIAL  HP UNI SZ4 7MM LM/RL SIGMA",C1776,"2,560.00"
2127835,"INSERT, TIBIAL  HP UNI SZ4 8MM LM/RL SIGMA",C1776,"2,560.00"
2127838,"INSERT, TIBIAL  HP UNI SZ5 7MM LM/RL SIGMA",C1776,"2,560.00"
2127839,"INSERT, TIBIAL  HP UNI SZ5 8MM LM/RL SIGMA",C1776,"2,560.00"
2127847,"INSERT, TIBIAL  HP UNI SZ1 7MM RM/LL SIGMA",C1776,"2,560.00"
2127852,"INSERT, TIBIAL  HP UNI SZ2 8MM RM/LL SIGMA",C1776,"2,560.00"
2127856,"INSERT, TIBIAL  HP UNI SZ3 7MM RM/LL SIGMA",C1776,"2,560.00"
2127857,"INSERT, TIBIAL  HP UNI SZ3 8MM RM/LL SIGMA",C1776,"2,560.00"
2127861,"INSERT, TIBIAL  HP UNI SZ4 8MM RM/LL SIGMA",C1776,"2,560.00"
2127862,"INSERT, TIBIAL  HP UNI SZ4 9MM RM/LL SIGMA",C1776,"2,560.00"
2127865,"INSERT, TIBIAL  HP UNI SZ5 7MM RM/LL SIGMA",C1776,"2,560.00"
2127876,"CUP, ACETABULAR 100 52MM PINNACLE",C1776,"4,000.00"
2127890,"CUP, ACETABULAR MULTIHOLE W/GRIPTION 50MM PINNACLE",C1776,"11,754.00"
2127891,"CUP, ACETABULAR MULTIHOLE W/GRIPTION 60MM PINNACLE",C1776,"11,754.00"
2127893,"CUP, ACETABULAR MULTIHOLE W/GRIPTION 66MM PINNACLE",C1776,"11,754.00"
2127894,"CUP, ACETABULAR MULTIHOLE W/GRIPTION 68MM PINNACLE",C1776,"11,754.00"
2127896,"CUP, ACETABULAR SECTOR W/GRIPTION 60MM PINNACLE",C1776,"4,000.00"
2127897,"CUP, ACETABULAR SECTOR W/GRIPTION 64MM PINNACLE",C1776,"4,000.00"
2127898,"CUP, ACETABULAR SECTOR W/GRIPTION 66MM PINNACLE",C1776,"4,000.00"
2127938,COIL EMBOLIZATION VORTX-35 PLATINUM L30 MM OD2-4 MM OCCLUSI,,289.00
2127939,DIL VASC .038IN STD STRL DISP 5FR 20CM RADIOPQ,,21.00
2127943,AUGMENT FEMORAL PFC SIGMA 3 H8 MM RIGHT DISTAL KNEE,,"3,733.00"
2127948,BLOCK AUGMENTATION SZ 5 10MM TIBIAL KNEE FULL,,"4,810.00"
2127949,STEM FEMORAL FITMORE B SZ 5 HIP,C1776,"8,600.00"
2127950,PLATE BONE SKYLINE TITANIUM L16 MM 1 LEVEL,C1889,"3,148.00"
2127951,SCREW BONE L14 MM SPINAL VARIABLE ANGLE LARGE DIAMETER,,688.00
2127952,PIN FIXATION SKYLINE TEMPORARY THREADED,,540.00
2127953,DIL VASC .038IN STD STRL DISP 6FR 20CM RADIOPQ,,26.00
2127954,STEM UNIVERSAL FLUTED REV  75X10MM,C1776,"5,837.00"
2127955,COMPONENT FEMORAL PFC SIGMA SZ 2 H4 MM RIGHT DISTAL KNEE,C1776,"3,733.00"
2127956,COMPONENT FEMORAL PFC SIGMA TC3 NONPOROUS SZ2 60X56MM RT,C1776,"21,982.00"
21280,"MEDIAL CANTHOPEXY, SEPARATE PROCEDURE-FAC",21280,"10,720.00"
2128029,LINER ACETAB NEUTRAL HIP ALTRX 50MM 28MM,C1776,"2,228.00"
2128042,LINER ACETAB NEUTRAL HIP PINNACLE 56MM 32MM,C1776,"2,228.00"
2128044,LINER ACETAB +4 10D ALTRX 48MM 32MM,C1776,"2,228.00"
2128047,LINER ACETAB 52MM 32MM LIP,C1776,"2,228.00"
2128055,LINER ACETAB +4MM NEUTRAL 50MM 32MM,C1776,"2,228.00"
2128056,LINER ACETAB HIP ALTRX 60MM NEUTRAL POLYE,C1776,"2,228.00"
2128057,LINER ACETAB NEUTRAL ALTRX 64MM 36MM,C1776,"2,228.00"
2128058,LINER ACETAB NEUTRAL 66MM 36MM,C1776,"2,228.00"
2128059,LINER ACETAB 10D 4MM PINNACLE 54MM 36MM FACE CHANGE,C1776,"2,228.00"
2128060,LINER ACETAB 10D +4 HIP ALTRX 58MM 36MM,C1776,"2,228.00"
2128061,LINER ACETAB 10D PINNACLE 60MM 36MM,C1776,"2,228.00"
2128062,LINER ACETAB 10D +4 HIP ALTRX 64MM 36MM,C1776,"2,228.00"
2128064,LINER ACETAB +4 NEUTRAL 54MM 36MM,C1776,"2,228.00"
2128065,LINER ACETAB 4 NEUTRAL 58MM 36MM,C1776,"2,228.00"
2128070,CUP ACETAB 10D ALTRX PINNACLE,C1776,"2,228.00"
2128100,CMPNT TIBIAL TRAY 1.5 MBT CMNT NONPOROUS,C1776,"6,200.00"
2128101,CMPNT TIBIAL TRAY 2 KNEE PFC SIGMA MBT CMNT NONPOROUS,C1776,"6,200.00"
2128102,CMPNT TIBIAL TRAY 2.5 KNEE PFC SIGMA MBT CMNT NONPOROUS,C1776,"6,200.00"
2128103,CMPNT TIBIAL TRAY 3 KNEE PFC SIGMA MBT CMNT NONPOROUS,C1776,"6,200.00"
2128104,CMPNT TIBIAL TRAY 4 STRL KNEE PFC SIGMA CMNT NONPOROUS,C1776,"6,200.00"
2128105,CMPNT TIBIAL TRAY 5 KNEE PFC SIGMA MBT KLD MBL BR NONPOROUS,C1776,"6,200.00"
2128116,SPACER FEMORAL +0MM 12/14 HIP ART/EZE CCRT UNIPO TAPER,C1776,"1,200.00"
2128121,HEAD UNIPO CCRT 43MM MDLR BALL,C1776,"2,240.00"
2128122,HEAD UNIPO CCRT 44MM MDLR BALL,C1776,"2,240.00"
2128123,HEAD UNIPO FEMORAL HIP CCRT 45MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128124,HEAD UNIPO FEMORAL HIP CCRT 47MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128125,HEAD UNIPO FEMORAL HIP CCRT 48MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128126,HEAD UNIPO FEMORAL HIP CCRT 49MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128127,HEAD UNIPO CCRT 50MM MDLR BALL,C1776,"2,240.00"
2128128,HEAD UNIPO FEMORAL HIP CCRT 51MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128129,HEAD UNIPO CCRT 52MM MDLR BALL,C1776,"2,240.00"
2128130,HEAD UNIPO FEMORAL HIP CCRT 53MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128131,HEAD UNIPO FEMORAL HIP CCRT 54MM MDLR ORTHOCHROME,C1776,"2,240.00"
2128132,HEAD UNIPO CCRT 56MM MDLR BALL,C1776,"2,240.00"
2128144,HEAD FEMORAL +15.5MM 12/14 HIP ART/EZE 28MM CMNTLS TAPER,C1776,"3,600.00"
2128145,HEAD FEMORAL +13MM 12/14 HIP ART/EZE 32MM CMNTLS TAPER COCR,C1776,"3,600.00"
2128146,HEAD FEMORAL -3MM HIP ART/EZE 36MM M SPC MDLR COCR,C1776,"3,600.00"
2128150,HEAD FEMORAL +1.5MM 12/14 HIP ART/EZE AML DELTA 28MM TAPER,C1776,"7,372.00"
2128152,HEAD FEMORAL 1.5 HIP BIOLOX 28MM ORT,C1776,"8,254.00"
2128153,HEAD FEMORAL HIP BIOLOX 28MM CERAMIC,C1776,"8,254.00"
2128158,HEAD FEMORAL +0 11/13 HIP S-ROM 32MM TAPER BIOLOX DELTA,C1776,"7,372.00"
2128163,SCREW BONE ORTHO 20MM ST ROOF PILE,,696.00
2128165,SCREW BONE QFIX 2MM 12MM TITANIUM,,960.00
2128183,SURFACE ARTICULAR NEXGEN LCCK 12 MM 3-4 E-F L66 MM X W42 MM,C1776,"10,800.00"
2128188,TIP ASPIRATOR CUSA EXCEL MICROTIP PLUS 36 KHZ EXTENDED,,"4,415.00"
2128190,PLATE BONE OD3.5 MM RIGHT DISTAL CLAVICLE RIGHT 12 HOLE,C1713,"4,364.00"
2128192,POST FIXATION TITANIUM L35 MM OD4.5 MM BICORTICAL,C1713,320.00
2128193,HEAD FEMORAL ARTICUL/EZE +12 MM OD36 MM HIP CEMENTLESS M,C1776,"3,600.00"
2128194,STEM FEMORAL FITMORE B 9 HIP TAPER 12/14,C1776,"8,600.00"
2128195,HEAD FEMORAL BIOLOX DELTA SROM +3MM 11/13 32MM HIP TAPERED,C1776,"7,372.00"
2128197,HEAD FEMORAL ARTICUL/EZE +9 MM 12/14 OD32 MM HIP TAPERED,C1776,"7,372.00"
2128198,HEAD FEMORAL DELTA TS CERAMIC +1 MM 12/14 OD32 MM HIP,C1776,"7,821.00"
2128199,HEAD FEMORAL DELTA CERAMIC +5 MM 12/14 OD32 MM HIP,C1776,"8,690.00"
21282,*LATERAL CANTHOPEXY--FAC,21282,"6,483.00"
2128200,HEAD FEMORAL DELTA TS CERAMIC +9 MM 12/14 OD32 MM HIP,C1776,"8,690.00"
2128201,HEAD FEMORAL S-ROM +6MM 11/13 36MM HIP M SPEC TAPERED,C1776,"3,600.00"
2128203,HEAD FEMORAL S-ROM +9 MM 11/13 OD36 MM HIP M SPEC TAPERED,C1776,"3,600.00"
2128207,HEAD FEMORAL S-ROM CERAMIC 9 MM 11/13 OD36 MM HIP TAPERED,C1776,"7,372.00"
2128209,HEAD FEMORAL ARTICULEZE DELTA +8.5MM 12/14 36MM HIP TAPERED,C1776,"7,372.00"
2128210,HEAD FEMORAL ARTICUL/EZE +12 MM 12/14 OD36 MM HIP TAPERED,C1776,"7,372.00"
2128211,HEAD FEMORAL DELTA  TS CERAMIC +1.5 12/14 OD36 MM HIP,C1776,"9,105.00"
2128213,HEAD FEMORAL DELTA TS CERAMIC +8.5 MM 12/14 L36MM HIP,C1776,"9,105.00"
2128214,HEAD FEMORAL DELTA TS CERAMIC +12 MM 12/14 OD36 MM HIP,C1776,"9,105.00"
2128216,HEAD FEMORAL DELTA TS CERAMIC +5.0 MM 12/14 OD40 MM HIP,C1776,"7,372.00"
2128219,HEAD FEMORAL S-ROM -3 MM 11/13 OD40 MM HIP M SPECIFICATION,C1776,"3,600.00"
2128236,HEAD FEMORAL ARTICUL/EZE +15.5 MM OD36MM HIP M SPEC MODULAR,C1776,"3,600.00"
2128272,STEM FEMORAL AML SM STATURE L152MM L40MM OD10.5MM OFFSET,C1776,"7,200.00"
2128317,STEM FEMORAL AML PROX POROUS 12/14 L6.3IN OD16.5 MM HIP MMA,C1776,"7,200.00"
2128320,STEM FEMORAL SUMMIT 1 12/14 STANDARD OFFSET TAPERED,C1776,"7,200.00"
2128321,STEM FEMORAL SUMMIT 2 12/14 HIP STANDARD OFFSET TAPERED,C1776,"7,200.00"
2128322,STEM FEMORAL SUMMIT 9 12/14 HIP STANDARD OFFSET TAPERED,C1776,"7,200.00"
2128324,STEM FEMORAL SUMMIT POROCOAT 5 HIP CEMENTED STANDARD OFFSET,C1776,"3,400.00"
2128325,STEM FEMORAL SUMMIT POROCOAT 6 HIP CEMENTED STANDARD OFFSET,C1776,"3,400.00"
2128338,STEM FEMORAL SUMMIT SIZE 1 12/14 HIP HIGH OFFSET TAPERED,C1776,"7,200.00"
2128339,STEM FEMORAL SUMMIT SIZE 2 12/14 HIP HIGH OFFSET TAPERED,C1776,"7,200.00"
2128341,STEM FEMORAL SUMMIT SIZE 5 HIP CEMENTED HIGH OFFSET,C1776,"3,400.00"
2128357,INSERT TIBIAL SIGMA XLPE 2 H8 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128358,INSERT TIBIAL SIGMA XLPE 2 H10 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128359,INSERT TIBIAL SIGMA XLPE 2 H12.5 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128374,INSERT TIBIAL SIGMA XLPE 3 H10 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128383,INSERT TIBIAL SIGMA XLPE 4 H10 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128406,"SYSTEM, PEDICLE ACCES IPAS III",,"1,040.00"
2128408,CAGE SPINAL COROENT PEEK L30MM X W12MM X H10MM LORDOTIC 5,,"12,000.00"
2128440,SCREW BONE VARIAX L14MM OD2.7MM FT T7 LOCKING PLATE SYSTEM,,"1,148.00"
2128443,BLADE SCREWDRIVER T7 AO,,"1,368.00"
2128444,ROD SPINAL MOUNTAINEER TITANIUM L120 MM OD3.5 MM PREBENT,,"1,256.00"
2128445,WIRE FIXATION KIRSCHNER L100 MM OD1.4 MM FOOT SMOOTH,,156.00
2128448,INSERT TIBIAL SIGMA XLPE 5 H12.5 MM KNEE POSTERIOR LIPPED,C1776,"2,844.00"
2128480,INSERT TIBIAL SIGMA XLK 2 H10 MM KNEE CURVED,C1776,"2,844.00"
2128481,INSERT TIBIAL SIGMA XLK 2 H12.5 MM KNEE CURVED,C1776,"2,844.00"
2128497,INSERT TIBIAL SIGMA XLK 3 H8 MM KNEE CURVED,C1776,"2,844.00"
2128498,INSERT TIBIAL SIGMA XLK 3 H10 MM KNEE CURVED,C1776,"2,844.00"
2128501,INSERT TIBIAL SIGMA XLK 3 H17.5 MM KNEE CURVED,C1776,"2,844.00"
2128506,INSERT TIBIAL SIGMA XLK 4 H10 MM KNEE CURVED,C1776,"2,844.00"
2128520,INSERT TIBIAL SIGMA XLK 5 H12.5 MM KNEE CURVED,C1776,"2,844.00"
2128553,INSERT TIBIAL SIGMA XLK 2 H10 MM KNEE STABILIZED,C1776,"2,844.00"
2128555,INSERT TIBIAL SIGMA XLK 2 H15 MM KNEE STABILIZED,C1776,"2,844.00"
2128566,INSERT TIBIAL SIGMA XLK 2.5 H12.5 MM KNEE STABILIZED,C1776,"2,844.00"
2128579,INSERT TIBIAL SIGMA XLK 3 H10 MM KNEE STABILIZED,C1776,"2,844.00"
2128580,INSERT TIBIAL SIGMA XLK 3 H12.5 MM KNEE STABILIZED,C1776,"2,844.00"
2128590,INSERT TIBIAL SIGMA GVF 4 H25 MM KNEE STABILIZED,C1776,"2,844.00"
2128591,INSERT TIBIAL SIGMA XLK H8MM KNEE STABILIZED,C1776,"2,844.00"
2128592,INSERT TIBIAL SIGMA XLK GVF 4 H10 MM KNEE STABILIZED,C1776,"2,844.00"
2128593,INSERT TIBIAL SIGMA XLK 4 H12.5 MM KNEE STABILIZED,C1776,"2,844.00"
2128647,COMPONENT FEMORAL PFC SIGMA 1.5 RIGHT POSTERIOR STABILIZED,C1776,"5,600.00"
2128648,COMPONENT FEMORAL PFC SIGMA 2 RIGHT POSTERIOR SABILIZED,C1776,"5,600.00"
2128650,COMPONENT FEMORAL PFC SIGMA 6 RIGHT POSTERIOR STABILIZED,C1776,"5,600.00"
2128664,SLIMFUSE  PLATE DYNAMIC 2-LEVEL 38 MM,,"4,240.00"
2128670,DEVICE CLOSURE COSEAL 8 ML EASYSPRAY,,193.00
2128675,HEAD FEMORAL BIOLOX DELTA CERAMIC +3.5 12/14 OD36 MM HIP,C1776,"2,600.00"
2128689,"KIT, MULTI LEAD TRIALING",,800.00
2128696,INTRODUCER SHEATH PINNACLE DESTINATION .038IN 65CM OD7FR,C1894,340.00
2128699,CATHETER ULTRASOUND ACUNAV L90 CM OD8 (RPRC),C1759,"3,650.00"
2128708,SCREW LOCKING LCP  L44MM OD3.5MM SELF TAPPING STARDRIVE,,630.00
2128727,FORCEPS ENDOSCOPIC L33 CM OD5MM THROUGH CUT HALO,,"2,070.00"
2128733,SCREW CORTEX LCP DCP L28MM OD2.7MM SELF TAPPING,C1713,165.00
2128734,SCREW CORTEX LCP DCP L45MM OD2.7MM SELF TAPPING,C1713,160.00
2128735,SCREW CORTEX LCP DCP L55MM OD2.7MM SELF TAPPING,C1713,160.00
2128736,SCREW BONE LC-DCP FULL THREAD L28MM OD4MM CANCELLOUS,C1713,88.00
2128737,SCREW BONE LC-DCP FULL THREAD L40MM OD4MM CANCELLOUS,C1713,88.00
2128739,PLATE BONE LCP L137MM 10 HOLE 3.5MM SCREWS,C1713,"1,771.00"
2128745,"T-PLATE 3.5MM LCP 3H HEAD, 5H SHAFT,67MM-RIGHT ANGLE",C1713,"1,735.00"
2128748,"T-PLATE LCP L69MM 6 HOLE 1,3 TUBULAR COLLAR",C1713,845.00
2128749,"T-PLATE LCP L97MM 8 HOLE 1,3 TUBULAR COLLAR",C1713,911.00
2128750,"T-PLATE LCP L141MM 12 HOLE 1,3 TUBULAR COLLAR",C1713,908.00
2128754,PLATE BONE LCP L98MM 7 HOLE RECONSTRUCTION 3.5MM SCREWS,C1713,"2,534.00"
2128781,SCREW CORTEX LCP L10MM OD2.4MM SELF TAPPING STARDRIVE,C1713,292.00
2128782,SCREW CORTEX LCP L16MM OD2.4MM SELF TAPPING STARDRIVE,C1713,283.00
2128783,SCREW CORTEX LCP L18MM OD2.4MM SELF TAPPING STARDRIVE,C1713,292.00
2128784,SCREW CORTEX LCP L22MM OD2.4MM SELF TAPPING STARDRIVE,C1713,303.00
2128794,"PLATE 3.5MM LCP SUP ANTERIOR CLAVICLE  4H,LT,81MM",,"4,255.00"
2128800,"PLATE 3.5MM LCP SUPERIOR CLAVICLE,7 HOLE,RIGHT,100MM",,"4,491.00"
2128801,"PLATE 3.5MM LCP SUPERIOR CLAVICLE,8 HOLE,RIGHT,115MM",,"4,607.00"
2128802,"PLATE 3.5MM LCP SUPERIOR CLAVICLE,8 HOLE,LEFT,115MM",,"4,607.00"
2128803,"PLATE 3.5MM LCP SUPERIOR CLAVICLE ,6H,LT,105MM",,"4,528.00"
2128806,"PLATE 3.5MM LCP SUPERIOR CLAVICLE ,8H,RT,130MM",C1713,"4,607.00"
2128807,"PLATE 3.5MM LCP SUPERIOR CLAVICLE ,8H,LT,130MM",,"4,607.00"
2128810,STEM FEMORAL FITMORE A SZ 3 HIP TAPER 12/14,C1776,"8,600.00"
2128815,TUBING SUCTION DIEGO L12 FT SET DISPOSABLE,,80.00
2128816,POWERED DISSECTOR CUTTING BARREL BURR IRRIGATING 4.2 MM 0D,,866.00
2128820,POWERED DISSECTOR CUTTING BARREL BURR IRRIGATING 4.2 MM 60D,,825.00
2128822,GRAFT ENDOVASCULAR ZENITH FLEX L82 MM OD24 MM AAA,C1874,"32,848.00"
2128824,COMPONENT TIBIAL TRAY COCR L71 MM FINNED,C1776,"3,400.00"
2128827,BEARING TIBIAL VANGUARD ARCOM 0 D L71/75 MM X H14 MM KNEE,C1776,"2,400.00"
2128829,COMPONENT PATELLAR THIN H8.6MM OD37 MM 3 PEG SERIES A,C1776,"1,200.00"
2128832,BIT DRILL HALLMARK OD14 MM,,"1,340.00"
2128833,HEAD FEMORAL BIOLOX DELTA CERAMIC 12/14 36 X 0,C1776,"2,600.00"
2128834,"PLATE, PDS FLEXIBLE RECTANGULAR PERFORATED 0.15X50X40MM",,"1,316.00"
2128835,"PLATE, PDS FLEXIBLE RECTANGULAR UNPREFORATED 0.25X50X40MM",,"1,796.00"
2128839,PROBE LITHO BILI 1.9FR 375CM ELECTROHYDRAULIC,,"1,888.00"
2128844,SCREW BIOABSORBABLE TENODESIS PEEK L12 MM OD8 MM,,765.00
2128849,"PLATE CLAVICLE LOW PROFILE, LG RT, 8 HOLE",,"4,364.00"
2128862,NAIL LONG CEPHALOMEDULLARY 11.5MMX36CM 130CCD RT,C1713,"5,632.00"
2128867,"STEM FEMORAL SHORT, 8 DEGREE A/R, TAPER SLT, PROFEMUR PLUS",C1776,"2,000.00"
2128869, SCREW ORTHOPEDIC BIO-TENODESIS PEEK L10MM OD7MM,,765.00
2128883,COMPONENT PATELLAR ARCOM THIN OD34 X 7.8 3MM 3 PEG SERIES A,C1776,"1,200.00"
2128884,PLATE BONE ARCH TI MINI 8 MM SPACING L31 MM SPINAL 1 BEND,,"2,688.00"
2128885,SCREW BONE ARCH TITANIUM L6 MM OD2.4 MM EMERGENCY STARDRIVE,,200.00
2128886,GRAFT BONE ARCH H6MM SPACER PARALLEL OPEN DOOR LAMINOPLASTY,,"4,512.00"
2128889,CATHETER ANGIOGRAPHIC GLIDECATH IL3.5 CURVE OD6 FR,C1887,280.00
2128891,CATHETER ANGIOGRAPHIC GLIDECATH IL4 CURVE OD6 FR,C1887,280.00
2128893,CATHETER ANGIOGRAPHIC GLIDECATH IL1 CURVE OD6 FR,C1887,280.00
2128897,LENS INTRAOCULAR PMMA +15.0 DIOPTER L13MM OD5.5MM,V2630,340.00
2128898,PLATE BONE LEFT CLAVICLE 10 HOLE LOW PROFILE,C1713,"4,512.00"
2128909,KIT SPINAL MAXCESS III STERILE DISPOSABLE,,"5,906.00"
2128910,SPACER SPINAL COROENT PEEK 10D XL L50 MM X W18 MM X H10 MM,,"17,100.00"
2128911,SPACER SPINAL COROENT PEEK 10D XL L55 MM X W18 MM X H12 MM,,"17,100.00"
2128913,"SYSTEM, PEDICLE ACCESS DIAMOND-TIPPED, IPAS III",,"1,040.00"
2128919,CANISTER ABTHERA NEGATIVE PRESSURE THERAPY SYSTEM,,42.00
2128920,DRESSING ABTHERA NEGATIVE PRESSURE THERAPY SYSTEM,,"1,480.00"
2128926,ANCHOR SUTURE 3.5X10MM CORKSCREW FT,C1713,992.00
2128927,HEAD BIPOLAR SELF-CENTERING OD44 MM ID28 MM FEMORAL HIP,C1776,"1,800.00"
2128930,MARKER GASTROENT STZMRK CAP MOT STUDIES,,220.00
2128931,STEM FEMORAL FITMORE B 7 12/14 TAPER HIP,C1776,"8,600.00"
2128933,STEM FEMORAL FITMORE B 8 12/14 TAPER HIP,C1776,"8,600.00"
2128934,SCREW BONE L27 MM OD4.5 MM SHOULDER INVERSE REVERSE SYSTEM,,260.00
2128940,GRAFT BONE CERVICAL VG2 L12MM W14.5MM HP9.75 MM HA11.22MM,,"4,513.00"
2128941,GUIDEPIN ORTHOPEDIC OD2.5 MM REVERSE,,"1,080.00"
2128942,BIT DRILL REVERSE OD2.5 MM REVERSE,,"1,120.00"
2128943,NAIL CEPHALOMEDULLARY 130CCD LONG 13MMX40CM RT NATURAL NAIL,,"5,632.00"
2128945,SURFACE ARTICULAR NEXGEN LCCK SZ14 L82MM X W50MM G-H 7-10,C1776,"10,800.00"
2128959,ROD SPINAL PANGEA TITANIUM L85 MM OD6 MM SOFT CURVED,,688.00
2128960,"CONTRAST RAD EOVIST GADOXETATE DISODIUM 10ML, PER ML",A9581,58.00
2128983,BEARING MENISCAL LARGE H4MM RIGHT ANATOMIC,C1776,"3,360.00"
2128984,STEM FEMORAL FITMORE B 10 12/14 TAPER HIP,C1776,"8,600.00"
2128992,SCREW BONE L14 MM OD3.5 MM SELF TAPPING,,118.00
